Country,Source Link,Paragraph Content
Tanzania,https://wikitravel.org/en/Tanzania,Gastrointestinal Distress%2C a.k.a. traveler’s diarrhea%2C is the result of one%2C some%2C or all the following factors: Unhygienic food preparation and storage%2C changes in diet%2C fatigue%2C dehydration%2C and excessive alcohol consumption. Prevention is your best defense. Eat only raw vegetables and fruits you can peel and which have been rinsed in clean water. Avoid street or restaurant food that appears to have been left in the open for an extended period of time. Eat only freshly fried or steamed food. You should drink only bottled water%2C which is available throughout the country. You should even brush your teeth with it. If you must drink tap or well water%2C boil it for a minimum of 10 minutes or use a high quality filter.
Thailand,https://wikitravel.org/en/Thailand,Tap water is usually not drinkable in Thailand outside of Bangkok. In many places in Bangkok however%2C particularly in new buildings%2C drinking tap water is perfectly safe. However%2C if you don't want to chance it%2C buying a bottle of water is the obvious solution. Bottled water (น้ำเปล่า naam plao) is cheap and ubiquitous at 5-20 baht a bottle depending on its size and brand%2C and drinking water served in restaurants is always at least boiled (น้ำต้ม naam tom). Ice (น้ำแข็ง naam khaeng) in Thailand usually comes packaged straight from the factory and is safe; there is only reason to worry if you are served hand-cut ice. You can buy a large package of ice in most 7-11s for 7 baht%2C too.
Thailand,https://wikitravel.org/en/Thailand,There are varying opinions as to whether it is safe to drink the tap water. Some people say the water is perfectly safe%2C others say to boil it first. When in doubt%2C stick to bottled water. It's cheap (10-15 baht per bottle) and sold everywhere.
Tonga,https://wikitravel.org/en/Tonga,If you don't work you don't eat. Tongans don't want to hear that it's hard on the coral beaches lined with palm trees and emerald lagoons. There are many opportunities for skilled trades from the streets to the shops%2C in the schools to the churches and yes from the markets to the office.  This is a hot spot for skilled navigators spanning throughout 169 villages and 150 islands.  Some major exports include vanilla%2C handcraft and speciality pumpkins grown for export to Japan.  Other agriculture sectors include root crops like taro%2C tapioca%2C sweet potatoes%2C yams%2C coconuts%2C bananas%2C mangoes%2C papayas%2C pineapples%2C watermelons and even peanuts.
Tonga,https://wikitravel.org/en/Tonga,One thing to remember when going for a swim is that there are many sharp corals near the beach%2C especially near Tongatapu and PangaiMotu.  It is a good idea to wear a cheap pair of sandals while in the water.  There are jelly fish and they do sting!  They are also hard to see.
Trinidad and Tobago,https://wikitravel.org/en/Trinidad_and_Tobago,The Tobago Tourist Board boasts that "the wildlife in Tobago won't kill you"%2C which is mostly true. The islands do have mosquitoes and isolated cases of dengue fever have been reported. The tap water is generally safe to drink%2C though many visitors prefer bottled water because the public water often has a strong chlorine taste. Use your best judgement if in an area where homes collect rain water from the roof%2C but very few problems are reported.
Turkey,https://wikitravel.org/en/Turkey,There are many private estates dotting the whole coastline of Turkey%2C which the owner rents its property for campers. These campsites%2C which are called kamping in Turkish%2C have basic facilities such as tap water%2C toilets%2C tree shade (this is especially important in dry and hot summers of the western and southern coasts) and some provide electricity to every tent via individual wires. Pitching a tent inside the cities and towns apart from campsites is not always approved%2C so you should always ask the local administrator (village chief muhtar and/or gendarme jandarma in villages%2C municipalities belediye and/or the local police polis in towns) if there is a suitable place near the location for you to pitch your tent. Pitching a tent in the forest without permission is OK%2C unless the area is under protection as a national park%2C a bioreserve%2C a wildlife refuge%2C a natural heritage or because of some other environmental concern. Whether it is an area under protection or not%2C setting fire in forests apart from the designated fireplaces in recreational (read “picnic”) areas is forbidden anyway.
Turkey,https://wikitravel.org/en/Turkey,Water safety - However tempting it may be on a hot day%2C try to avoid water from public water tanks and fountains (şadırvan)%2C frequently found in the vicinity of mosques. Also%2C though tap water is always chlorinated%2C it is better to drink only bottled water. Bottled water is readily available everywhere except the most remote%2C uninhabited spots.
Turkey,https://wikitravel.org/en/Turkey,Ordinary toothbrushes and pastes (both local and international brands) can be obtained from supermarkets. If you want something special%2C you may check out pharmacies. It is okay to brush teeth with tap water.
Turkey,https://wikitravel.org/en/Turkey,Public restrooms - Though many main squares and streets in the cities have a public restroom%2C if you cannot manage to find one%2C look for the nearest mosque%2C where you will see a public restroom in a corner of%2C or below its courtyard. Despite the fact that there is no shortage of cheap toilet papers anywhere in the country%2C however%2C you are unlikely to find toilet paper in almost any of the public restrooms (except lavatories of restaurants –including the road restaurants%2C hotels and most of the cafés and bars%2C of course). Instead%2C you are likely to find a bidét or a tap (Don't be puzzled. That's because devout Muslims use water instead of paper to clean up and paper usually used as a dryer after cleaning.). So it is a good idea to have a roll of toilet paper in your backpack during your walkings for sightseeing. It is best to take your single roll of toilet paper from home or bathroom of the hotel you’re staying at%2C because the smallest size available in Turkey market is 4-rolls per package (8-rolls per package being the commonest) which would last very long (actually longer than your trip%2C unless you will do all the road down to India overland). It isn’t expensive but it takes unnecessary backpack space%2C or unnecessary landfill space if you won’t use it liberally and won’t take the unused rolls back to home as an unusual souvenir from Turkey. In the better places on the road in the country there are rest rooms that are maintained and an attendent ready to collect YTL.50 to YTL 1. from the tourist for the privilege of using one. Restroom is tuvalet in colloquial Turkish%2C though you’ll more likely to see WC signs%2C complete with diagrams and doors signed Bay or Bayan (with their rather crude translations: ‘Men’%2C ‘Women’).
Turkmenistan,https://wikitravel.org/en/Turkmenistan,Avoid drinking tap water. Tap Water in Turkmenistan is known to contain traces of toxic metals%2C and this can cause long-term health problems.
Uganda,https://wikitravel.org/en/Uganda,Be advised to drink Bottled water%2C usually called mineral water in local restaurants.  Water flowing from taps is not treated.
Ukraine,https://wikitravel.org/en/Ukraine,Do not drink tap water. Major reason of this is that water in many regions is disinfected using chlorine for desinfection%2C so taste is horrible. Whenever possible buy bottled water%2C which is widely available and has good quality.
United Kingdom,https://wikitravel.org/en/United_Kingdom,Tap water is safe to drink everywhere%2C unless otherwise stated.
United States of America,https://wikitravel.org/en/United_States_of_America,American restaurants serve soft drinks with a liberal supply of ice to keep them cold (and fill the glass). Asking for little or no ice in your drink is perfectly acceptable%2C and the drink will still probably be fairly cool. If you ask for water%2C it will usually be chilled and served with ice%2C unless you request otherwise. Unlike most other countries%2C if you ask for "water%2C" it will be still unless you specifically ask for "carbonated" or "sparkling" water. At bars and restaurants%2C water is served from the tap and is%2C therefore%2C almost always free of charge. Like most other beverages%2C water will be served with ice unless you request otherwise. In many (if not most) restaurants%2C soft drinks%2C tea%2C and coffee will be refilled for you at no extra charge%2C but you should ask if this is not explicitly stated.
United States of America,https://wikitravel.org/en/United_States_of_America,Tap water is generally chlorinated and may also include fluorine. Nevertheless%2C some Americans use filter pitchers (common brands for both include Brita and Pur). Although tap water is not dangerous%2C some Americans prefer to filter (and sometimes boil) tap water before drinking. It has more to do with taste than actual safety.
United States of America,https://wikitravel.org/en/United_States_of_America,While tap water in most urban and suburban areas is safe to drink%2C many Americans are more comfortable drinking either filtered or bottled water. This should not be seen as a sign that the water is unsafe%2C rather that some prefer to always have portable bottled water on hand. You can carry a reusable water bottle (heavy plastic or metal) and refill with water from public drinking fountains%2C some of which are even now filtered for taste%2C or have a vertical spout to make dispensing water directly into a bottle easier.
United States of America,https://wikitravel.org/en/United_States_of_America,In hot states such as Arizona and New Mexico%2C all businesses must provide tap water upon request.
Uruguay,https://wikitravel.org/en/Uruguay,Tap water is safe to drink in all major cities. The Hospital Británico (British Hospital)%2C SUMMUM and BlueCross & BlueShield Uruguay have an European-quality service and they are clean and efficient. Asociación Española%2C Médica Uruguaya and CASMU are the largest healthcare companies in Uruguay and they also have a good quality level. Just don't make any unwise drinking decisions.
Uzbekistan,https://wikitravel.org/en/Uzbekistan,Visitors should consider tap water to be unsafe to drink in regions%2C while in capital of Uzbekistan the water is safe for drinking. In any case drinking bottled water is advised.
Vanuatu,https://wikitravel.org/en/Vanuatu,Tap water in Port Vila is clean and potable%2C but is best avoided elsewhere.  Doctors used to treating common traveller problems are available in Port-Vila. Any more serious problems may require some form of medical evacuation.
Venezuela,https://wikitravel.org/en/Venezuela,Venezuela is home to the world's highest waterfall%2C Angel Falls and the second longest river in South America%2C the Orinoco. It also has the longest coastline on the Caribbean sea. Venezuela is the world's fifth-largest oil exporter and also has vast untapped reserves of natural gas. Ecologically%2C Venezuela is considered among the 20 Megadiverse countries of the planet; more than 40% of its national territory is covered by protected areas.
Venezuela,https://wikitravel.org/en/Venezuela,You may have some diarrhea issues adjusting to the foods and liquids in Venezuela. You should preferably buy bottled water and not drink from the tap%2C but iced drinks and salads are generally fine (depending on the water supply quality of your native country). Be careful with expired foods and cheeses that are many days old.You usually find street vendors by highways%2C who sell food and who don't always have much of hygienic food handling practices. Use common sense when selecting what to eat in the street. Mind%2C that fresh food and mayonnaise may go bad fast due to the local climate.
Vietnam,https://wikitravel.org/en/Vietnam,Do not drink tap water%2C it's a game of Russian Roulette. Drink only bottled water. Watch out for ice in drinks. Factory-made ice is generally safe%2C but anything else can be suspect.
Vietnam,https://wikitravel.org/en/Vietnam,Do not drink tap water%2C it's a game of Russian Roulette. Always drink only bottled water.
Yemen,https://wikitravel.org/en/Yemen,Many juices and soft drinks are readily available%2C but you should avoid more scruffy-looking juice shops as they might be using tap water as base. Many Yemenis will drink tea (shay) or coffee (qahwa or bun) with their meals. Yemeni coffee is considerably weaker than the strong Turkish coffee found elsewhere in peninsular Arabia.
Yemen,https://wikitravel.org/en/Yemen,Tap water should be avoided. This is comparatively easy to do%2C as bottled water - both chilled and at room temperature - is readily available everywhere.
Yemen,https://wikitravel.org/en/Yemen,Tap water should be avoided. To stay safe%2C it is recommended to stick to the bottled variety.
Zambia,https://wikitravel.org/en/Zambia,Traditional Zambian food revolves around one staple%2C maize%2C served in one form%2C nshima (n'SHEE-ma).  Nshima is basically a type of thick porridge%2C rolled into balls with your right hand and dipped into a variety of stews known as relishes (ndiwo%2C umunani).  Those who can afford them eat relishes of beef%2C chicken or fish%2C but the many who can't make do with beans%2C tiny dried fish (kapenta)%2C peanuts%2C pumpkin leaves (chibwabwa) and other vegetables such as okra (ndelele)%2C cabbage and rape.  At breakfast%2C nshima can be served watered down into a soup%2C maybe with a little sugar.  Local restaurants will serve nshima and relish for less than 5000K ($1).
Zambia,https://wikitravel.org/en/Zambia,Tap water in Zambia is generally not drinkable%2C at least unless boiled.   Bottled water is widely available in cities%2C but not necessarily in rural areas.
Zambia,https://wikitravel.org/en/Zambia,Drinking tap water in the cities is potentially risky%2C unless either (a) you have a strong stomach%2C or (b) you are at a restaurant or hotel that caters to foreigners.  If neither of these conditions apply to you%2C you should probably stick with the bottled stuff.
Zimbabwe,https://wikitravel.org/en/Zimbabwe,Imported drinks and locally made franchises are available as well as local soft drinks. Mazoe%2C the local orange squash (or other fruit flavour)%2C is generally available in most eateries. Bottled water is also available. Tap water%2C as a source of potable water%2C in general%2C should be avoided. If no other source of water is available for drinking%2C then it is best boiled prior to consumption.
